,recipe_name,serving_size,cooking_time,difficulty,ingredients,recipe_url
467,Whole roasted cauliflower,serves 4,1 hr 40 mins,3,"['4 cloves of garlic', '1 teaspoon smoked paprika', '½ a bunch of fresh thyme (15g)', 'olive oil', '1 lemon', '1 large cauliflower, with outer leaves (1kg)', '4 tablespoons dry sherry', '1 x 400g tin of quality plum tomatoes', '40g flaked almonds', '½ a bunch of fresh flat-leaf parsley (15g)', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/vegetables/whole-roasted-cauliflower/
468,Gluten-free veggie pasties,serves 12,1 hr 30 mins,3,"['1 large leek', '1 knob of unsalted butter', '5 sprigs of fresh thyme', '4 sprigs of fresh flat-leaf parsley', '400g leftover vegetables, such as potatoes, carrots, turnips, Brussels sprouts', '1 tablespoon English mustard', 'sea salt and freshly ground black pepper', '60g mature Cheddar cheese', '1 large free-range egg', '300g gluten-free plain flour, plus extra for dusting (I used Doves Farm)', '1 teaspoon salt', '1 teaspoon xanthan gum', '50g unsalted butter', '1 large free-range egg']",https://www.jamieoliver.com/recipes/vegetables/gluten-free-veggie-pasties/
469,Gluten-free spinach & ricotta roulade,serves 6,1 hr 50 mins,3,"['1kg butternut squash', 'olive oil', '1 pinch of chilli flakes', '2 cloves of garlic', '60g whole blanched almonds', '1 teaspoon fennel seeds', '6 large free-range eggs', '80g Parmesan cheese', '60g gluten-free plain flour (I used Doves Farm)', '1 whole nutmeg, for grating', '300g baby spinach', '100g crumbly goat’s cheese', '150g ricotta cheese', '1 lemon', '1 fresh red chilli']",https://www.jamieoliver.com/recipes/cheese/gluten-free-spinach-ricotta-roulade/
470,Gluten-free curried veg pie,serves 6,1 hr 20 mins,3,"['2 onions', 'olive oil', '1½ tablespoons rogan josh curry paste', '1 teaspoon cumin seeds', '½ teaspoon dried chilli flakes', '2 cloves of garlic', '1 tablespoon tomato purée', '400g frozen spinach', '200ml organic vegetable stock', '600g leftover cooked vegetables, such as parsnips, carrots, potatoes', '100g mature Cheddar cheese', '1 large free-range egg', '250g gluten-free plain flour, plus extra for dusting (I used Doves Farm)', '1 teaspoon xanthan gum', '50g unsalted butter', '1 large free-range egg']",https://www.jamieoliver.com/recipes/vegetables/gluten-free-curried-veg-pie/
471,Gorgeous gado-gado,serves 4,40 mins,1,"['400g new potatoes', '4 large eggs', '400g firm silken tofu', 'sesame oil', '½ a Chinese cabbage', '2 ripe tomatoes', '1 handful of radishes', '½ a cucumber', '2 handfuls of beansprouts (ready to eat)', '½ a bunch of fresh coriander (15g)', 'optional: prawn crackers', 'optional: 1 fresh bird’s-eye chilli', '1 clove of garlic', '50g palm sugar', '120g crunchy peanut butter', '1–2 fresh red chillies', 'juice of 2 limes', '2 teaspoons fish sauce', '1 tablespoon low-salt soy sauce', '1 tablespoon tamarind paste']",https://www.jamieoliver.com/recipes/vegetables/gorgeous-gado-gado/
472,Spiced shepherd’s pie,serves 6,1 hr 45 mins,3,"['2 red onions', '1 thumb-sized piece of fresh ginger', '2 cloves of garlic', '1 red capsicum', 'olive oil', '500g lamb mince', '1 heaped tablespoon garam masala', '1 cinnamon stick', '4 cardamon pods (podded)', '1 x 400g tin tomatoes', '1kg potatoes', 'sea salt and freshly ground black pepper', 'unsalted butter', 'semi-skimmed milk', '100g frozen peas']",https://www.jamieoliver.com/recipes/lamb/spiced-shepherd-s-pie/
473,Grilled lamb chops with fattoush,serves 4,35 mins 30,3,"['4 x 100g lamb chops', 'olive oil', '2 wholemeal pitta breads', '1 sweet crunch lettuce', '40g rocket', '½ a bunch of fresh mint', '½ a cucumber', '3 ripe tomatoes', '1 lemon', 'extra virgin olive oil', '½ teaspoon paprika or sumac']",https://www.jamieoliver.com/recipes/lamb/grilled-lamb-chops-with-fattoush/
474,Crunchy Cajun chicken,serves 4,-,3,"['2 fresh red chillies', '1 clove of garlic', 'sea salt and freshly ground pepper', '125g softened unsalted butter', '1 lime', '2 x packs of Created with Jamie Crunchy Cajun Chicken Fillets', '½ a bunch of fresh coriander (15g)', '2 carrots', '1 zucchini', '1 apple', '¼ of a small red cabbage', '4 tablespoons Greek yoghurt', 'extra virgin olive oil', '4 corn on the cobs']",https://www.jamieoliver.com/recipes/chicken/crunchy-cajun-chicken/
475,Sticky barbecued prawn salad,serves 4,55 mins,3,"['4 cloves of garlic', '4 spring onions', '1 fresh green chilli', '½ a bunch of fresh basil', '12 large unpeeled raw Aussie banana prawns', '1 lemon', 'olive oil', '75ml sweet chilli sauce', '8 thin slices of focaccia bread', '2 large ripe tomatoes', '1 handful of ripe mixed-colour cherry tomatoes', '2 ripe avocados', 'balsamic vinegar', '1 lime', 'extra virgin olive oil']",https://www.jamieoliver.com/recipes/seafood/sticky-barbecued-prawn-salad/
476,Glazed jerk ham,serves 16,-,3,"['5 cloves of garlic', '2 red onions', '5 Scotch bonnet chillies', '1 bunch of fresh chives', '2 good splashes of golden rum', '125ml malt vinegar', '1 tablespoon golden caster sugar', '2 tablespoons ground allspice', '2 tablespoons ground nutmeg', '2 tablespoons ground cloves', '2 tablespoons sea salt', '3 fresh bay leaves', '½ a bunch of fresh thyme', '1 x 5kg WW cooked leg of ham', 'For the glaze', '125ml golden rum', '5 tablespoons marmalade', 'juice of 3 oranges']",https://www.jamieoliver.com/recipes/pork/glazed-jerk-ham/
477,Chicken fajitas with guacamole,serves 4,30 mins,1,"['400g free-range chicken breast strips', 'olive oil', 'sea salt and freshly ground black pepper', '1 tablespoon sweet smoked paprika', '2 medium red onions', '1 red pepper', '1 yellow pepper', '½ a bunch of fresh coriander', '8 corn tortilla wraps', 'Guacamole', 'a large handful of mixed-colour cherry tomatoes', '1 fresh red chilli', '2 ripe avocados', '1-2 limes', 'a few sprigs of coriander', 'To Serve', 'chunky tomato salsa', 'fat-free natural yogurt']",https://www.jamieoliver.com/recipes/chicken/chicken-fajitas-with-guacamole/
478,Turkey tonnato,serves 8,30 mins,1,"['4 fresh red chillies', '4 anchovies', '2 tablespoons small capers', '1 tablespoon red wine vinegar', '4 tablespoons extra virgin olive oil', '2 tablespoons quality tinned tuna, in oil', '2 heaped tablespoons Hellmann’s Real Mayonnaise', 'cayenne pepper', '1 lemon', 'sea salt and freshly ground black pepper', '800g free-range cooked turkey breast (ask your butcher to very finely slice it for you)', '60g rocket']",https://www.jamieoliver.com/recipes/turkey/turkey-tonnato/
479,Incredible nut roast,serves 8,2 hrs 20 mins,3,"['40g unsalted butter, plus extra for greasing', '100g quinoa', '150g onion squash', '1 onion', '2 cloves of garlic', '2 sticks of celery', 'olive oil', '200g tinned or vac-packed chestnuts', '2 sprigs of fresh rosemary', '½ teaspoon cayenne pepper', '1 pinch of sweet smoked paprika', '1 teaspoon dried oregano', '2 large field mushrooms', '1 lemon', '60g fresh breadcrumbs', '80g dried cranberries', '100g dried apricots', '100g mixed unsalted nuts, such as walnuts, cashews, hazelnuts, brazils', '4 large free-range eggs', '40g mature Cheddar cheese', '2 fresh red chillies', '1 stick of cinnamon', '2 cloves of garlic', '1 small onion', '½ a bunch of fresh thyme (15g)', '2 x 400g tins of quality plum tomatoes', '1 tablespoon balsamic vinegar']",https://www.jamieoliver.com/recipes/vegetables/incredible-nut-roast/
480,Sicilian-style tuna carpaccio,serves 2,30 mins,1,"['2 tablespoons capers', '4 tablespoons rosé wine', '1 long fresh red chilli', '1 x 200g yellowfin tuna steak, sustainably sourced', '1 lemon', '½ a bunch of fresh basil', '½ a bunch of fresh dill', '1 small clove of garlic', 'extra virgin olive oil', 'rocket, to serve']",https://www.jamieoliver.com/recipes/fish/sicilian-style-tuna-carpaccio/
481,Asian seared tuna,serves 2,20 mins,3,"['1 x 200g thick yellowfin tuna steak, sustainably sourced', '3 tablespoons sesame seeds', 'olive oil', 'sesame oil', '2 cloves of garlic', '2cm piece of fresh ginger', '1 tablespoon low-salt soy sauce', '½ lemon', '3 sprigs of fresh coriander', '1 spring onion', '1 fresh red chilli']",https://www.jamieoliver.com/recipes/fish/asian-seared-tuna/
482,Winter nights chilli,serves 12,6 hrs,3,"['20g dried porcini mushrooms', '2 tablespoons fennel seeds', '2 tablespoons coriander seeds', '2 tablespoons smoked paprika', '1 butternut squash (1.2kg)', 'olive oil', '1kg higher-welfare pork belly, skin off, bone out', '1kg brisket', '2 large onions', '150ml balsamic vinegar', '2 x 400g tins of cannellini beans or chickpeas', '2 x 400g tins of quality plum tomatoes', '4 mixed-colour peppers', '2–3 fresh red chillies', '1 bunch of fresh coriander (30g)', '1 red onion', '2 eating apples', '3 tablespoons cider vinegar', '3 tablespoons extra virgin olive oil']",https://www.jamieoliver.com/recipes/pork/winter-nights-chilli/
483,Shepherd's pie,serves 8,6 hrs 30 mins plus cooling,5,"['1 small shoulder of lamb, bone in (2kg)', 'olive oil', '4 red onions', '4 carrots', '4 sticks of celery', '1 medium swede', 'a few sprigs of fresh rosemary', '1 heaped tablespoon plain flour', '2.5kg Maris Piper potatoes', '2 good knobs of unsalted butter', '100g Cheddar cheese', '2 sprigs of fresh rosemary', '60g fresh breadcrumbs']",https://www.jamieoliver.com/recipes/lamb/shepherd-s-pie/
484,Chicken Kyiv,serves 4,1 hr 10 mins plus chilling,3,"['4 rashers of higher-welfare smoked streaky bacon', 'olive oil', '4 x 150g skinless chicken breasts (I got mine from the butcher with the bone in, but either way is fine)', '3 tablespoons plain flour', '2 large free-range eggs', '150g fresh breadcrumbs', 'sunflower oil', '2 large handfuls of baby spinach or rocket', '2 lemons', '4 cloves of garlic', '½ a bunch of fresh flat-leaf parsley (15g)', '4 knobs of unsalted butter (at room temperature)', '1 pinch of cayenne pepper', '800g Maris Piper potatoes', '1 head of broccoli', '1 knob of unsalted butter']",https://www.jamieoliver.com/recipes/chicken/chicken-kyiv/
485,Next-level steak & onion sandwich,serves 4,50 mins,1,"['400g flank skirt steak or bavette', '2 large onions', '20g unsalted butter', 'olive oil', '70g dark brown sugar', '125ml red wine vinegar', '1 ciabatta loaf', 'extra virgin olive oil', 'optional: English mustard', '1 handful of watercress']",https://www.jamieoliver.com/recipes/beef/next-level-steak-onion-sandwich/
486,Lobster mac 'n' cheese,serves 6,2 hrs,5,"['1 x 1.5kg whole live lobster (or 2 small ones)', '2 onions', '4 cloves of garlic', '50g unsalted butter', '1 small pinch of saffron', '½ teaspoon cayenne pepper', '2 anchovy fillets', '200ml white Burgundy, such as Pouilly-Fussé', '50g plain flour', '1.1 litres semi-skimmed milk', '2 teaspoons English mustard', '400g dried amori pasta or macaroni', '70g mature Cheddar cheese', '70g Gruyère cheese', '70g Parmesan cheese']",https://www.jamieoliver.com/recipes/pasta/lobster-mac-n-cheese/
487,Bolognese ravioli,serves 8,2 hrs 30 mins plus cooling,5,"['400g higher-welfare minced pork', '400g higher-welfare minced veal or beef', 'olive oil', '2 cloves of garlic', '2 onions', '2 carrots', '2 sticks of celery', '200ml Chianti Classico', '2 x 400g tins of quality plum tomatoes', '100g Parmesan cheese, plus extra to serve', '1 x Royal pasta dough', 'fine semolina, for dusting', '4 cloves of garlic', '1–2 fresh red chillies', '3 x 400g tins of quality plum tomatoes', 'a few sprigs of fresh basil']",https://www.jamieoliver.com/recipes/pasta/bolognese-ravioli/
488,Spicy beef burger,serves 4,35 mins plus chilling,5,"['800g higher-welfare minced chuck steak', 'olive oil', '1 large red onion', '1 splash of white wine vinegar', '2 large gherkins', '4 sesame-topped brioche burger buns', '4–8 rashers of higher-welfare smoked streaky bacon', '4 teaspoons American mustard', 'Tabasco Chipotle sauce', '4 thin slices of Red Leicester cheese', '4 teaspoons tomato ketchup', '¼ of an iceberg lettuce', '2 heaped tablespoons free-range mayo', '1 heaped tablespoon tomato ketchup', '1 teaspoon Tabasco Chipotle sauce', '1 teaspoon Worcestershire sauce', 'optional: 1 teaspoon brandy or bourbon']",https://www.jamieoliver.com/recipes/beef/insanity-burger/
489,"Puy lentil, parsnip & walnut salad",serves 8,1 hr 25 mins,1,"['6 parsnips', '1 litre vegetable stock', '250g puy lentils', '1 bay leaf', '50g walnuts', '2 tablespoons olive oil', '3 tablespoons walnut oil', '1 tablespoon red wine vinegar', '2 teaspoons runny honey', '½ teaspoon Dijon mustard', '1 shallot', '½ clove of garlic', '1 large bunch of watercress or rocket leaves', 'vegetarian hard cheese']",https://www.jamieoliver.com/recipes/vegetables/puy-lentil-parsnip-walnut-salad/
490,Vegan beetroot Carpaccio,serves 8,1 hr 10 mins,1,"['8 medium beetroots – a mixture of colours looks wonderful', '2 lemons', 'A small bunch of dill, finely chopped', '1 red onion, finely chopped', '2 tsp caster sugar', '2 tbsp olive oil', '1 tbsp capers, drained and rinsed']",https://www.jamieoliver.com/recipes/vegetables/vegan-beetroot-carpaccio/
491,"Vegan mushroom, chestnut & cranberry tart",serves 8,2 hrs 35 mins,3,"['230g gluten-free plain flour', '½ tsp xanthan gum', '60g dairy-free margarine', '60g vegetable shortening', 'Filling', '1 large onion', '2 cloves of garlic', '5–6 carrots, grated (450g)', '250g chestnut mushrooms', '360g peeled chestnuts', '2 tbsp olive oil', '1 tsp dried thyme', '225g soya cream cheese', '2 tbsp garlic oil', '250g wild mushrooms', '2 tbsp dried cranberries', 'A small bunch of flat leaf parsley', 'Redcurrant gravy', '1 tbsp garlic or walnut oil', '1 tbsp redcurrant jelly', '300ml hot vegetable stock', '1 heaped tbsp cornflour mixed with 2 tbsp water', 'Roast potatoes', '2.5kg floury potatoes', '8 tbsp groundnut or olive oil']",https://www.jamieoliver.com/recipes/vegetables/vegan-mushroom-chestnut-cranberry-tart/
492,"Gluten-free parsnip, pork & apple stuffing",serves 12,1 hr 45 mins,1,"['olive oil', '2 onions', 'a few sprigs of fresh sage', '4 parsnips', '2 eating apples', '1 splash of cider', '8 gluten-free sausages', '200g gluten-free bread', '1 large free-range egg', '1 lemon']",https://www.jamieoliver.com/recipes/pork/gluten-free-parsnip-pork-apple-stuffing/
493,Vegetarian nut roast,serves 4,1 hr 10 mins,3,"['50g shelled pistachios', '50g linseed', '50g sunflower seeds', '100g chestnut purée', '50g gluten-free vegetarian suet', '1 tablespoom maple syrup', 'gluten-free flour, for dusting', '400g sweet potato', 'rapeseed oil', '20g unsalted butter', '250g chestnut mushrooms', '100g crème fraîche', '1 good pinch of ground nutmeg', '75g Dorset Blue Vinny, or other vegetarian blue cheese', '1 teaspoon linseed', '1 teaspoon shelled pistachios', '1 teaspoon sunflower seeds']",https://www.jamieoliver.com/recipes/vegetables/vegetarian-nut-roast/
494,Vegan nut roast,serves 4,45 mins,3,"['50g pine nuts, plus extra for decorating', '50g linseed', '50g sunflower seeds', '100g unsweetened chestnut purée', '50g gluten-free vegetarian suet', '1 tbsp maple syrup', 'Gluten-free flour, for dusting', 'Spinach topping', '2 tbsp rapeseed oil', '300g chestnut mushrooms, sliced', '260g baby leaf spinach, or frozen chopped spinach', '1 tsp cracked black pepper', '1 ripe avocado', '100g silken tofu', 'A pinch of ground nutmeg', 'A squeeze of lemon juice', '¼ sweet potato', 'Olive oil']",https://www.jamieoliver.com/recipes/vegetables/vegan-nut-roast/
495,Bumble-O,serves 8,1 hr 10 mins,1,"['1 red pepper, finely diced', '1 red onion, finely diced', '2 tsp rapeseed oil', '100g polenta', '80g sorghum flour (see note)', '40g buckwheat flour', '2½ tsp gluten-free baking powder', '½ tsp salt', '½ tsp black onion seeds', '45g capers', '2 eggs', '150ml whole milk', '150g corn oil', 'Green salad, to serve Topping', '160g onion marmalade or sweet onion chutney', '230g mature cheddar cheese, grated', '75g blue cheese, grated', '1 tsp dried basil']",https://www.jamieoliver.com/recipes/cheese/bumble-o/
496,Gluten-free pizza,serves 4,45 mins plus proving,3,"['250ml semi-skimmed milk', '1 x 7g sachet of dried yeast', '2½ teaspoons caster sugar', '400g gluten-free bread flour, plus extra for dusting', '1 teaspoon xanthan gum', '1 teaspoon fine sea salt', '1 large free-range egg', 'olive oil', '½ teaspoon bicarbonate of soda', '2 teaspoons cider vinegar', '½ a bunch of fresh basil', '1 clove of garlic, peeled', '1 x 400g tin of plum tomatoes', 'sea salt and freshly ground black pepper', '2 x 125g balls of buffalo mozzarella']",https://www.jamieoliver.com/recipes/bread/gluten-free-pizza/
497,Vegan dim sum buns,serves 8,45 mins,3,"['2 cloves of garlic', '1 thumb-sized piece of fresh ginger', '½ a bunch of fresh coriander (15g)', 'groundnut oil', '450g mixed mushrooms such as shiitake and chestnut', '2 tablespoons rice wine vinegar', '2 tablespoons sweet chilli sauce', '2 tablespoons low-salt soy sauce', '4spring onions', '1fresh red chilli', 'sesame oil', '1 x 400 g tin of light coconut milk', '500 g self-raising flour or 2 filled coconut milk tins of flour, plus extra for dusting', '2 tablespoons sesame seeds', 'hoisin sauce to serve']",https://www.jamieoliver.com/recipes/vegetables/vegan-dim-sum-buns/
498,Vegan shepherd's pie,serves 8,1 hr 25 mins,3,"['600g Maris Piper potatoes', '600g sweet potatoes', '40g dairy-free margarine (or use butter or margarine if you’re not vegan)', '1 onion', '2 carrots', '3 cloves of garlic', '2 sticks of celery', '1 tablespoon coriander seeds', 'olive oil', '½ a bunch of fresh thyme (10g)', '350g chestnut mushrooms', '12 sun-dried tomatoes', '2 tablespoons balsamic vinegar', 'optional: vegan red wine (or regular red wine if you’re not vegan)', '100ml vegetable stock', '1 x 400g tin of lentils', '1 x 400g tin of chickpeas', '5 sprigs of fresh flat-leaf parsley', '2 sprigs of fresh rosemary', '1 lemon', '30g fresh breadcrumbs']",https://www.jamieoliver.com/recipes/vegetables/vegan-shepherd-s-pie/
499,Vegan mac ‘n’ cheese,serves 6,40 mins,1,"['350g dried macaroni', 'sea salt and freshly ground black pepper', '1 onion', '1 litre unsweetened organic soya milk', '100g dairy-free margarine', '85g plain flour', '1 heaped teaspoon English mustard', '1½ tablespoons nutritional yeast flakes', 'optional: 50g vegan cheese (available from specialist stores)', '5 cloves of garlic', '�� a bunch of fresh thyme', 'olive oil', '40g fresh breadcrumbs']",https://www.jamieoliver.com/recipes/pasta/vegan-mac-n-cheese/
500,The best vegan burger,serves 4,30 mins plus chilling,3,"['1 x 400g tin of chickpeas', '1 x 340g tin of sweetcorn', '½ a bunch of fresh coriander (15g)', '½ teaspoon paprika', '½ teaspoon ground coriander', '½ teaspoon ground cumin', '1 lemon', '3 heaped tablespoons plain flour, plus extra for dusting', 'rapeseed oil', '1 small round lettuce', '2 large ripe tomatoes', 'tomato ketchup', '4 wholemeal burger buns']",https://www.jamieoliver.com/recipes/vegetables/the-best-vegan-burger/
501,My special vegan kofte,serves 4,1 hr,1,"['1 teaspoon coriander seeds', '1 teaspoon cumin seeds', '5cm piece of ginger', '2 cloves of garlic', 'olive oil', '2 courgettes', '1 big bunch of fresh coriander (60g)', '1 x 400g tin of chickpeas', '40g fine breadcrumbs', '½ a cucumber', '3 sprigs of fresh mint', '4 tablespoons organic soya yoghurt', '1 lemon', '1 small onion', '1 clove of garlic', '100g cashew nuts', '140ml light coconut milk', '2 tablespoons smooth peanut butter']",https://www.jamieoliver.com/recipes/vegetables/my-special-vegan-kofte/
502,Malaysian beef curry,serves 8,1 hr 50 mins,1,"['20 small red shallots, thinly sliced', '6 garlic cloves, peeled', '8 long, fresh red chillies, deseeded', '1 tbsp ground turmeric', '15g fresh turmeric, peeled and roughly chopped', '40g fresh ginger, peeled and roughly chopped', '15g fresh galangal, peeled and roughly chopped', '30g tamarind paste', '4 tbsp vegetable oil', '2 lemongrass stalks, tough outer leaves removed, roughly chopped', '4 lime leaves, roughly torn', '1kg beef topside, trimmed and cut into 4cm pieces', '500ml coconut milk', 'Boiled rice, to serve', 'Fried crispy shallots, to serve', '1 small red chilli, deseeded and thinly sliced, to serve']",https://www.jamieoliver.com/recipes/beef/malaysian-beef-curry/
503,Basil gnudi,serves 6,40 mins plus overnight resting,3,"['2 large bunches of basil, leaves picked', '250g fresh ricotta', '125g parmesan, finely grated', '2 large free-range eggs, plus 1 free-range egg yolk', '75g plain flour, plus a little extra', 'Semolina flour, for dusting', '15g butter', '1 unwaxed lemon', '30g grated pecorino, to serve']",https://www.jamieoliver.com/recipes/pasta/basil-gnudi/
504,Roast carrot & fennel soup,serves 4,1 hr 30 mins,3,"['1kg carrots', '1 onion', '2 bulbs of fennel', 'olive oil', '2 cloves of garlic', '1.6 litres organic vegetable stock', '100ml single cream', '1 tseaspoon fennel seeds', '250g strong bread flour', '½ teaspoon fast-action dried yeast', '1 teaspoon sugar']",https://www.jamieoliver.com/recipes/vegetables/roast-carrot-fennel-soup/
505,Wholewheat ravioli with courgette flowers & ricotta,serves 4,55 mins,5,"['200g Tipo 00 flour, plus extra for dusting', '100g wholewheat flour', '3 free-range eggs', 'Filling', '20 courgette flowers', '250g good quality ricotta', 'A few sprigs of mint, leaves picked and finely chopped', '1 small red chilli, finely chopped', 'Sauce', '600g ripe tomatoes', 'A small bunch of basil, leaves picked, stalks reserved', 'Extra virgin olive oil', 'Young pecorino, grated, to serve']",https://www.jamieoliver.com/recipes/pasta/wholewheat-ravioli-with-courgette-flowers-ricotta/
506,Hit ‘n’ run traybaked chicken,serves 4,1 hr 10 mins,1,"['4 large ripe tomatoes', '2 red onions', '1 red pepper', '1 yellow pepper', '6 free-range chicken thighs, skin off, bone out', '4 cloves of garlic', '½ a bunch of fresh thyme', '1 teaspoon smoked paprika', 'olive oil', '2 tablespoons balsamic vinegar']",https://www.jamieoliver.com/recipes/chicken/hit-n-run-traybaked-chicken/
507,Winter squash penne,serves 4,15 mins,1,"['1 organic vegetable stock cube', '1 butternut squash (neck end only)', '1 onion', '1 teaspoon fennel seeds', '1 small dried red chilli', '½ a bunch of fresh sage', '1 x 400g tin of chickpeas', '320g dried penne', '20g Parmesan cheese, plus extra to serve', '½ a bunch of fresh flat-leaf parsley', '3 ripe tomatoes', '½ a cucumber', '4 spring onions', '2 little cos lettuces', '½ a bunch of fresh mint', '1 ripe avocado', '2 tablespoons extra virgin olive oil', '2 tablespoons balsamic vinegar', '20g feta cheese']",https://www.jamieoliver.com/recipes/vegetables/butternut-pumpkin-penne-mint-avocado-chopped-salad/
508,Grilled Cajun prawns,serves 4,15 mins,1,"['800g sweet potatoes', '40g Cheddar cheese', '16 large raw shell-on tiger prawns, from sustainable soruces', '3 cloves of garlic', '1 heaped tablespoon Cajun seasoning', 'olive oil', '½ a bunch of fresh thyme (15g)', '1 lemon', '1 green pepper', '1 red pepper', '2 sticks of celery', '5 spring onions', '½ a fresh red chilli', '1 big handful of frozen sweetcorn', '1 teaspoon sweet smoked paprika']",https://www.jamieoliver.com/recipes/seafood/grilled-cajun-prawns/
509,Candied beet salad,serves 4,1 hr 30 mins,1,"['750g golden or candy cane beetroot (or a mix of both)', '50g mixed seeds', 'extra virgin olive oil', '½ teaspoon sweet smoked paprika', '2 knobs of unsalted butter', '1 orange', '¼ teaspoon ground cinnamon', '150g golden caster sugar', '2 handfuls of salad leaves', 'Buttermilk dressing', '75ml buttermilk', '1 lemon', '½ bunch of mixed soft herbs, such as chervil, tarragon and mint (15g)']",https://www.jamieoliver.com/recipes/vegetables/candied-beet-salad/
510,Rigatoni with roasted tomatoes & ricotta salata,serves 4,1 hr,1,"['1.5kg ripe tomatoes, on the vine', '4 cloves of garlic', '5 sprigs of fresh thyme', '3 fresh bay leaves', 'red wine vinegar', '400g dried rigatoni', 'extra virgin olive oil', '80g ricotta salata cheese', 'optional: ½ a bunch of fresh basil (15g)']",https://www.jamieoliver.com/recipes/pasta/rigatoni-with-roasted-tomatoes-ricotta-salata/
511,Potato & cauliflower curry,serves 6,1 hr 10 mins,3,"['3 tbsp vegetable oil', '2 onions, sliced', '4 garlic cloves, chopped', '6cm piece of ginger, peeled and chopped', '1 tsp mustard seeds', '½ tsp cumin seeds', '3 tomatoes, grated', '6 curry leaves', '1 tsp ground coriander', '1 tsp ground cumin', '1 tsp ground turmeric', '½ tsp cayenne pepper', '1kg maris piper or any other floury potatoes, thickly diced', '1–2 green chillies, deseeded and sliced', '1 large cauliflower, cut into florets just larger than the potato', 'Greek-style yoghurt, to serve', 'Parathas', '300g chapati flour, plus extra for dusting', '2 tbsp butter, melted']",https://www.jamieoliver.com/recipes/vegetables/potato-cauliflower-curry/
512,Apple & celeriac soup,serves 8,55 mins,1,"['4 tbsp olive oil', '2 onions, sliced', '1 celery stalk, roughly chopped', '1 celeriac, chopped', '4 Cox’s Orange Pippin apples, cored and quartered', 'A few thyme sprigs, leaves picked', '2 litres vegetable or chicken stock', '200ml crème fraîche', 'A few sage leaves', 'Extra-virgin olive oil, for drizzling', 'Toasted hazelnuts or grated fresh horseradish, to serve']",https://www.jamieoliver.com/recipes/vegetables/apple-celeriac-soup/
513,Achiote recado pork,serves 6,2 hrs plus 3-4 hours marinating,3,"['6 higher-welfare pork chops', 'Achiote recado', '2 tbsp annatto seeds', '4 garlic cloves, unpeeled', '1 onion, cut into 8 wedges', '1 tbsp ground allspice', '1 tbsp coriander seeds', '1 tbsp ground cinnamon', '1 tbsp cumin seeds', '1 tbsp dried oregano', '1 tsp saffron threads', '2 tbsp ancho chilli powder or other Mexican chilli powder', '200ml orange juice', 'Juice of 2 limes', '50ml cider vinegar', 'Chilli-fried onion rings', '6 tbsp flour', '6 tbsp chilli powder or paprika', 'Vegetable oil, for deep-frying', '2 large onions, thinly sliced on a mandolin']",https://www.jamieoliver.com/recipes/pork/achiote-recado-pork/
514,Pomegranate & chicken stew,serves 4,1 hr,3,"['1-2 tbsp olive oil', '1 higher-welfare chicken, jointed', '1 tsp paprika', '2 onions, sliced', '4 garlic cloves, finely chopped', '1 red chilli, finely sliced', '2 tbsp finely chopped coriander, plus extra for the rice', '300ml tomato passata', '4 tbsp pomegranate molasses', 'About 200ml pomegranate juice', 'Boiled rice and pomegranate seeds']",https://www.jamieoliver.com/recipes/chicken/pomegranate-chicken-stew/
515,Rabbit pie,serves 12,2 hrs 25 mins plus 2-3 hours chilling ,5,"['3 shallots, finely chopped', '1 tbsp duck or goose fat', '450g higher-welfare pork mince', '250g higher-welfare pork belly, cut into 1cm cubes', '6-8 semi-dried prunes, halved', '1 tbsp armagnac', '1 tbsp pistachio nuts', '1 tbsp chopped thyme', '1 garlic clove, finely chopped', '4 deboned rabbit thighs', 'Hot-water crust pastry', '450g flour', '200ml water', '170g lard, melted', '1 tsp salt', '1 free-range egg, beaten', 'Jelly', '1 sachet gelatine', '800ml chicken stock', '20g butter, softened']",https://www.jamieoliver.com/recipes/game/rabbit-pie/
516,Kerryann's cheesy potato pie,serves 6,50 mins,1,"['2 x 400g tins of baked beans', 'sea salt and freshly ground black pepper', '1.5kg Maris Piper or King Edward potatoes, peeled', '1 large knob of unsalted butter', '100ml semi-skimmed milk', '1 whole nutmeg, for grating', '150g Cheddar cheese', 'If you want to pimp your beans, you need:', '1 large onion, peeled', '2 cloves of garlic, peeled', '2 red peppers, deseeded', '1-2 fresh red chillies', 'olive oil', '2 sprigs of fresh thyme, leaves picked', '3 large ripe tomatoes']",https://www.jamieoliver.com/recipes/vegetables/kerryann-s-cheesy-potato-pie/
517,DJ BBQ's world's best meatloaf,serves 8,1 hr 50 mins,3,"['1 large onion, peeled', '1 green pepper, deseeded', '1 medium carrot, peeled', '400g beef mince', '400g higher-welfare pork mince', '1 clove of garlic, peeled and crushed', '1 teaspoon Old Bay Seasoning or 2 fresh bay leaves, crushed', '2 tablespoons Worcestershire sauce', '100g stale breadcrumbs', '1 teaspoon sea salt', '1 teaspoon freshly ground black pepper', '2 large free-range eggs', 'optional: 150g Cheddar cheese', 'For the sauce:', '100ml of your favourite BBQ sauce', '50ml tomato ketchup', 'Tabasco sauce', 'chilli sauce']",https://www.jamieoliver.com/recipes/beef/dj-bbq-s-world-s-best-meatloaf/
